"","ID","ID.Parc","Adresse.Complete","Type","Latitude","Longitude","Adresse.Rue","Adresse.Ville","Adresse.Province","Adresse.Postal"
"797","AAB-10080","Baka Mobile - Head Office","630 The East Mall, Toronto, ON, M9B 4B1","Level2",43.65691,-79.567663,"630 The East Mall","Toronto","ON","M9B 4B1"
"798","AAA-253B","Thompson Rivers University - Parking lot C","900 McGill Road, Kamloops, BC, V2C 0C8","Level2",50.670113,-120.363089,"900 McGill Road","Kamloops","BC","V2C 0C8"
"799","AAB-00405","ENPQ - Complexe de tir","350 rue Marguerite-d'Youville, Nicolet, QC, J3T 1X4","Level2",46.228924,-72.61813,"350 rue Marguerite-d'Youville","Nicolet","QC","J3T 1X4"
"800","AAA-320","ARC Armstrong Gas Bar","3550 Okanagan Street, Armstrong, BC, V0E 1B1","Level2",50.448789,-119.193737,"3550 Okanagan Street","Armstrong","BC","V0E 1B1"
"801","AAA-272","City of Victoria - View Street Parkade","743 View St, Victoria, BC, V8W 1J8","Level2",48.425103,-123.363773,"743 View St","Victoria","BC","V8W 1J8"
"802","AAA-318","Okanagan College - Kelowna Campus","1000 K.L.O. Road, Kelowna, BC, V1Y 4X8","Level2",49.86132,-119.479902,"1000 K.L.O. Road","Kelowna","BC","V1Y 4X8"
"803","AAA-132","Galeries Rive-Nord","100 boul. Brien, Repentigny, QC, J6A 5N4","Level2",45.741203,-73.459367,"100 boul. Brien","Repentigny","QC","J6A 5N4"
"804","AAA-260","District of Saanich - Pearkes Recreation Centre","3100 Tillicum Rd, Victoria, BC, V9A 6T2","Level2",48.452233,-123.395909,"3100 Tillicum Rd","Victoria","BC","V9A 6T2"
"805","AAA-288","Thompson Rivers University - Parking lot F","900 McGill Road, Kamloops, BC, V2C 0C8","Level2",50.671108,-120.365312,"900 McGill Road","Kamloops","BC","V2C 0C8"
"806","AAA-303","District of Saanich - Cedar Hill Golf","1400 Derby Road, Victoria, BC, V8P 1T1","Level2",48.455485,-123.343069,"1400 Derby Road","Victoria","BC","V8P 1T1"
"807","AAA-381","West Vancouver Municipal Hall","750 17th Street, West Vancouver, BC, V7V 3T3","Level2",49.331298,-123.1595,"750 17th Street","West Vancouver","BC","V7V 3T3"
"808","AAA-326","Port Alberni - Victoria Quay","4406 Victoria Quay, Port Alberni, BC, V9Y 6G3","Level2",49.256414,-124.812663,"4406 Victoria Quay","Port Alberni","BC","V9Y 6G3"
"809","AAA-321","Nanaimo Regional General Hospital","1200 Dufferin Crescent, Nanaimo, BC, V9S 2B7","Level2",49.184272,-123.969497,"1200 Dufferin Crescent","Nanaimo","BC","V9S 2B7"
"810","AAA-549","St-Hubert - Cornwall","705 Brookdale Avenue, Cornwall, ON, K6J 5C6","Level2",45.02221604,-74.74649318,"705 Brookdale Avenue","Cornwall","ON","K6J 5C6"
"811","AAA-450","La Plaza de la Mauricie","1 rue La Plaza-de-Mauricie, Shawinigan, QC, G9N 7C1","Level2",46.561878,-72.73948,"1 rue La Plaza-de-Mauricie","Shawinigan","QC","G9N 7C1"
"812","AAB-10053","BC Hydro - Edmonds Smart Charging","6911 Southpoint Dr., Burnaby, BC, V3N 4X8","Level2",49.210793,-122.957519,"6911 Southpoint Dr.","Burnaby","BC","V3N 4X8"
"813","AAA-343","District of Saanich - Cedar Hill Golf","1400 Derby Road, Victoria, BC, V8P 1T1","Level2",48.455485,-123.343069,"1400 Derby Road","Victoria","BC","V8P 1T1"
"814","AAB-10027","Santé Canada - Impark","1001 Rue St-Laurent, Longueuil, QC, J4K 1C7","Level2",45.526245,-73.514144,"1001 Rue St-Laurent","Longueuil","QC","J4K 1C7"
"815","AAA-145","Place Ste-Foy","2450 boul. Laurier, Québec, QC, G1V 2L1","Level2",46.773429,-71.28117,"2450 boul. Laurier","Québec","QC","G1V 2L1"
"816","AAA-289","District of Saanich - Cedar Hill Recreation Centre","3220 Cedar Hill Rd, Victoria, BC, V8P 3Y3","Level2",48.449714,-123.343123,"3220 Cedar Hill Rd","Victoria","BC","V8P 3Y3"
"817","AAB-00492","Morguard - Place Innovation Coop 2","2311 Boulevard Alfred Nobel, Saint-Laurent, QC, H4S 2B6","Level2",45.484054,-73.761334,"2311 Boulevard Alfred Nobel","Saint-Laurent","QC","H4S 2B6"
"818","AAA-152","Centropolis","2800 rue du Cosmodome, Laval, QC, H7T 2X1","Level2",45.56375788,-73.7415245,"2800 rue du Cosmodome","Laval","QC","H7T 2X1"
"819","AAA-255","Pneus Ratté Ste-Foy","3115 boul. Hochelaga, Québec, QC, G1W 2P9","Level2",46.76408,-71.30078,"3115 boul. Hochelaga","Québec","QC","G1W 2P9"
"820","AAA-169","Galeries de Hull","320 boul. St-Joseph, Gatineau, QC, J8Y 3Y8","Level2",45.441495,-75.731767,"320 boul. St-Joseph","Gatineau","QC","J8Y 3Y8"
"821","AAA-327","City of Langford - City Centre Park","1089 Langford Pkwy, Victoria, BC, V9B 0A5","Level2",48.443185,-123.521336,"1089 Langford Pkwy","Victoria","BC","V9B 0A5"
"822","AAA-124","Centre Rockland","2305 Rockland, Montréal, QC, H3P 3E9","Level2",45.528118,-73.647587,"2305 Rockland","Montréal","QC","H3P 3E9"
"823","AAA-135","Centre de commerce mondial de Montréal","747 rue Square Victoria, Montréal, QC, H2Y 3Y9","Level2",45.502106,-73.560807,"747 rue Square Victoria","Montréal","QC","H2Y 3Y9"
"824","AAA-172","Édifice Jacques-Parizeau","1000 Jean-Paul-Riopelle, Montréal, QC, H2Z 2B3","Level2",45.50253,-73.561352,"1000 Jean-Paul-Riopelle","Montréal","QC","H2Z 2B3"
"825","AAA-115","NB - Saint John Energy","75 Carleton street, Saint John, NB, E2L 2Z2","Level2",45.276142,-66.06207,"75 Carleton street","Saint John","NB","E2L 2Z2"
"826","AAA-573","Indigo Park - Complexe de la Gare Centrale","904 rue Belmont, Montréal, QC, H3B 2M4","Level2",45.500357,-73.566862,"904 rue Belmont","Montréal","QC","H3B 2M4"
"827","NBA-006","Shediac - Stationnement rue Victoria St. P","Stationnement rue Victoria, Shediac, NB, E4P 2B4","Level2",46.219195,-64.541533,"Stationnement rue Victoria","Shediac","NB","E4P 2B4"
"828","AAA-331","Fraser Valley Regional District - Chilliwack","45950 Cheam Ave, Chilliwack, BC, V2P 1N6","Level2",49.166259,-121.953089,"45950 Cheam Ave","Chilliwack","BC","V2P 1N6"
"829","AAB-10014","BC - Easy Park - Hornby Street","535 Hornby Street, Vancouver, BC, V6C 2E8","Level2",49.285609,-123.117458,"535 Hornby Street","Vancouver","BC","V6C 2E8"
"830","AAA-425","Highlands Community Hall","729 Finlayson Arm Road, Victoria, BC, V9B 6E5","Level2",48.49516769,-123.5135486,"729 Finlayson Arm Road","Victoria","BC","V9B 6E5"
"831","AAA-217","Pneus Ratté Lévis (Kennedy)","159 route du Président-Kennedy, Lévis, QC, G6V 6E2","Level2",46.78618415,-71.16252467,"159 route du Président-Kennedy","Lévis","QC","G6V 6E2"
"832","AAB-10410","Cadillac Fairview - Tour Deloitte","1190 ave. des Canadiens-de-Montréal, Montréal, QC, H3B 0M7","Level2",45.496439,-73.56845,"1190 ave. des Canadiens-de-Montréal","Montréal","QC","H3B 0M7"
"833","AAA-159","Édifice Jacques-Parizeau","1000 Jean-Paul-Riopelle, Montréal, QC, H2Z 2B3","Level2",45.50253,-73.561352,"1000 Jean-Paul-Riopelle","Montréal","QC","H2Z 2B3"
"834","AAA-317","MJB Auto","2701 Alberni Hwy, Coombs, BC, V0R 1M0","Level2",49.303513,-124.45275,"2701 Alberni Hwy","Coombs","BC","V0R 1M0"
"835","AAA-500","SSQ Immobilier - La Cité Verte","1200 rue des Soeurs-du-Bon-Pasteur, Québec, QC, G1S 2M4","Level2",46.79694,-71.25099,"1200 rue des Soeurs-du-Bon-Pasteur","Québec","QC","G1S 2M4"
"836","AAA-281","Oak Bay Municipal Hall","2167 Oak Bay Ave, Victoria, BC, V8R 1G2","Level2",48.425923,-123.317224,"2167 Oak Bay Ave","Victoria","BC","V8R 1G2"
"837","AAA-402","Hôtel ALT Halifax","40 Silver Dart Dr, Enfield, NS, B2T 1K2","Level2",44.875433,-63.53538,"40 Silver Dart Dr","Enfield","NS","B2T 1K2"
"838","AAA-163","Mail Champlain","2151 boul. Lapinière, Brossard, QC, J4W 2T5","Level2",45.470454,-73.472167,"2151 boul. Lapinière","Brossard","QC","J4W 2T5"
"839","AAA-448","Promenades Beauport","3333 rue du Carrefour, Québec, QC, G1C 5R9","Level2",46.860025,-71.217256,"3333 rue du Carrefour","Québec","QC","G1C 5R9"
"840","AAB-00175","Galeries d'Anjou","7999 Boulevard des Galeries d'Anjou, Montréal, QC, H1M 1W9","Level2",45.602357,-73.56598,"7999 Boulevard des Galeries d'Anjou","Montréal","QC","H1M 1W9"
"841","AAA-301","Okanagan College - Penticton Campus","583 Duncan Ave, West Penticton, BC, V2A 8E1","Level2",49.486946,-119.603652,"583 Duncan Ave","West Penticton","BC","V2A 8E1"
"842","AAB-00499","Morguard - Place Innovation Coop 2","2311 Boulevard Alfred Nobel, Saint-Laurent, QC, H4S 2B6","Level2",45.484054,-73.761334,"2311 Boulevard Alfred Nobel","Saint-Laurent","QC","H4S 2B6"
"843","AAA-269","Nanaimo Regional General Hospital","1200 Dufferin Crescent, Nanaimo, BC, V9S 2B7","Level2",49.184272,-123.969497,"1200 Dufferin Crescent","Nanaimo","BC","V9S 2B7"
"844","AAB-00068","Tim Hortons #532 - Oakville","111 Cross Ave, Oakville, ON, L6J 2W7","Level2",43.454605,-79.68654,"111 Cross Ave","Oakville","ON","L6J 2W7"
"845","AAA-078","Pneus Ratté Hamel","4065 boul Hamel, Québec, QC, G1P 2J6","Level2",46.805819,-71.31757,"4065 boul Hamel","Québec","QC","G1P 2J6"
"846","AAB-00495","Morguard - Place Innovation Coop","2351 Boulevard Alfred Nobel, Saint-Laurent, QC, H4S 2A9","Level2",45.486358,-73.76329,"2351 Boulevard Alfred Nobel","Saint-Laurent","QC","H4S 2A9"
"847","AAB-10592","SJHC - Sunnyside","30 The Queensway, Toronto, ON, M6R 1B5","Level2",43.639435,-79.448878,"30 The Queensway","Toronto","ON","M6R 1B5"
"848","AAA-341","Hope and District Recreation Centre","1005 6th avenue, Hope, BC, V0X 1L4","Level2",49.379176,-121.432014,"1005 6th avenue","Hope","BC","V0X 1L4"
"849","AAA-290","District of Saanich - Cedar Hill Recreation Centre","3220 Cedar Hill Rd, Victoria, BC, V8P 3Y3","Level2",48.449714,-123.343123,"3220 Cedar Hill Rd","Victoria","BC","V8P 3Y3"
"850","AAA-264","West Vancouver Community Centre","2121 Marine Dr, West Vancouver, BC, V7V 4Y2","Level2",49.33123,-123.169322,"2121 Marine Dr","West Vancouver","BC","V7V 4Y2"
"851","AAA-158","Place Ville-Marie","4 Place Ville-Marie, Montréal, QC, H3B 2E7","Level2",45.501046,-73.569555,"4 Place Ville-Marie","Montréal","QC","H3B 2E7"
"852","AAA-267","City of Victoria - Broughton Street Parkade","745 Broughton St, Victoria, BC, V8W 3H2","Level2",48.422955,-123.363794,"745 Broughton St","Victoria","BC","V8W 3H2"
"853","AAA-138","Édifice de la Haute-Ville Québec","700 boul. René-Lévesque Est, Québec, QC, G1R 5A9","Level2",46.80943,-71.218189,"700 boul. René-Lévesque Est","Québec","QC","G1R 5A9"
"854","AAA-285","District of Saanich - Municipal Hall","625 Fisgard Street, Victoria, BC, V8W 1R7","Level2",48.429599,-123.366104,"625 Fisgard Street","Victoria","BC","V8W 1R7"
"855","AAA-501","Centre Les Rivières","4225 boul. des Forges, Trois-Rivières, QC, G8Y 1W2","Level2",46.35624,-72.587685,"4225 boul. des Forges","Trois-Rivières","QC","G8Y 1W2"
"856","AAA-137","Centre de commerce mondial de Montréal","747 rue Square Victoria, Montréal, QC, H2Y 3Y9","Level2",45.502106,-73.560807,"747 rue Square Victoria","Montréal","QC","H2Y 3Y9"
"857","AAA-328","Osoyoos - Gyro Park","17 Park Place, Osoyoos, BC, V0H 1V0","Level2",49.033367,-119.462937,"17 Park Place","Osoyoos","BC","V0H 1V0"
"858","AAA-525","CSDA - École Henri-Bourassa / Soleil de l'Aube","283 Boul. d'Iberville, Repentigny, QC, J6A 2A4","Level2",45.730355,-73.461541,"283 Boul. d'Iberville","Repentigny","QC","J6A 2A4"
"859","AAA-342","Yarrow Ecovillage","42312 Yarrow Central Rd, Chilliwack, BC, V2R 5E2","Level2",49.081564,-122.053447,"42312 Yarrow Central Rd","Chilliwack","BC","V2R 5E2"
"860","NBA-011","NB Power Operations Center","275 MacNaughton Ave, Moncton , NB, E1H 2S7","Level2",46.131472,-64.743761,"275 MacNaughton Ave","Moncton ","NB","E1H 2S7"
"861","AAA-072","Victoriaville - Vélogare","71 rue Saint Louis, Victoriaville, QC, G6P 3L5","Level2",46.056794,-71.958862,"71 rue Saint Louis","Victoriaville","QC","G6P 3L5"
"862","AAA-562","St-Hubert Express - Fredericton","22 Trinity Avenue, Fredericton, NB, E3C 0B8","Level2",45.930018,-66.66443,"22 Trinity Avenue","Fredericton","NB","E3C 0B8"
"863","NBA-016","Town Hall Quispamsis","12 Landing Court, Quispamsis, NB, E2E 4Z4","Level2",45.408589,-65.96649,"12 Landing Court","Quispamsis","NB","E2E 4Z4"
"864","AAA-151","Place Ville-Marie","4 Place Ville-Marie, Montréal, QC, H3B 2E7","Level2",45.501046,-73.569555,"4 Place Ville-Marie","Montréal","QC","H3B 2E7"
"865","NBA-007","Moncton City Hall","655 Main Street, Moncton, NB, E1C 1E8","Level2",46.089895,-64.775192,"655 Main Street","Moncton","NB","E1C 1E8"
"866","AAC-00002","Markham - Civic Centre","101 Town Centre Blvd, Markham, ON, L3R 9W3","FastDC",43.85708806,-79.33746001,"101 Town Centre Blvd","Markham","ON","L3R 9W3"
"867","AAA-181","Pneus Ratté Limoilou","130 3ieme Avenue, Québec, QC, G1L 2V3","Level2",46.820277,-71.22512,"130 3ieme Avenue","Québec","QC","G1L 2V3"
"868","AAA-472","Centre Laval","1600 Boul. Le Corbusier, Laval, QC, H7S 1Y9","Level2",45.56265652,-73.73145251,"1600 Boul. Le Corbusier","Laval","QC","H7S 1Y9"
"869","AAB-00501","Morguard - Place Innovation Coop 2","2311 Boulevard Alfred Nobel, Saint-Laurent, QC, H4S 2B6","Level2",45.484054,-73.761334,"2311 Boulevard Alfred Nobel","Saint-Laurent","QC","H4S 2B6"
"870","AAC-00001","AddÉnergie - Atlantic Superstore","1075 Barrington Street, Halifax, NS, B3H 2P8","FastDC",44.638664,-63.56967,"1075 Barrington Street","Halifax","NS","B3H 2P8"
"871","AAA-316","Okanagan College - Kelowna Campus","1000 K.L.O. Road, Kelowna, BC, V1Y 4X8","Level2",49.86132,-119.479902,"1000 K.L.O. Road","Kelowna","BC","V1Y 4X8"
"872","AAB-00234","RTA - Édifice de la sûreté","102 rue Oersted, Jonquière, QC, G7S 2Z1","Level2",48.429481,-71.176,"102 rue Oersted","Jonquière","QC","G7S 2Z1"
"873","AAA-147","Place Ville-Marie","4 Place Ville-Marie, Montréal, QC, H3B 2E7","Level2",45.501046,-73.569555,"4 Place Ville-Marie","Montréal","QC","H3B 2E7"
"874","AAA-295","District of Summerland Memorial Park","Memorial Park, Summerland, BC, V0H 1Z0","Level2",49.599689,-119.680759,"Memorial Park","Summerland","BC","V0H 1Z0"
"875","AAA-279","Hollyhock","1 Highfield Rd, Manson's Landing Cortes Island, BC, V0P 1K0","Level2",50.034346,-124.977623,"1 Highfield Rd","Manson's Landing Cortes Island","BC","V0P 1K0"
"876","AAA-336","Thompson Rivers University - Williams Lake","1250 Western Avenue, Williams Lake, BC, V2G 1H7","Level2",52.149962,-122.153308,"1250 Western Avenue","Williams Lake","BC","V2G 1H7"
"877","AAA-578","Complexe Jules-Dallaire","2820 boulevard Laurier, Québec, QC, G1V 0B9","Level2",46.767854,-71.28911,"2820 boulevard Laurier","Québec","QC","G1V 0B9"
"878","AAA-139","Mail Champlain","2151 boul. Lapinière, Brossard, QC, J4W 2T5","Level2",45.470454,-73.472167,"2151 boul. Lapinière","Brossard","QC","J4W 2T5"
"879","AAA-347","District of Saanich - Pearkes Recreation Centre","3100 Tillicum Rd, Victoria, BC, V9A 6T2","Level2",48.452233,-123.395909,"3100 Tillicum Rd","Victoria","BC","V9A 6T2"
"880","AAB-00208","Hamel Chevrolet","9455 Boulevard Lacordaire, St-Léonard, QC, H1R 3E8","Level2",45.60117943,-73.61250953,"9455 Boulevard Lacordaire","St-Léonard","QC","H1R 3E8"
"881","AAA-311","City of Victoria - Centennial Square Parkade","645 Fisgard St, Victoria, BC, V8W 1R7","Level2",48.429119,-123.365406,"645 Fisgard St","Victoria","BC","V8W 1R7"
"882","AAA-282","City of Victoria - Johnson Street Parkade","750 Johnson St, Victoria, BC, V8W 0A4","Level2",48.427446,-123.363011,"750 Johnson St","Victoria","BC","V8W 0A4"
"883","AAA-10205","Woodbine Racetrack","555 Rexdale Blvd, Toronto, ON, M9W 5L2","Level2",43.716325,-79.60208,"555 Rexdale Blvd","Toronto","ON","M9W 5L2"
"884","AAA-085","Montréal - Marché Central","8791 de l’Acadie, Montréal, QC, H4N 3K1","Level2",45.53175656,-73.64967541,"8791 de l’Acadie","Montréal","QC","H4N 3K1"
"885","AAA-082","Caisse Desjardins Thérèse-de-Blainville","201 boul. Labelle, Ste-Thérèse, QC, J7E 2X6","Level2",45.644866,-73.83677,"201 boul. Labelle","Ste-Thérèse","QC","J7E 2X6"
"886","AAA-259","Thompson Rivers University - Parking lot C","900 McGill Road, Kamloops, BC, V2C 0C8","Level2",50.670113,-120.363089,"900 McGill Road","Kamloops","BC","V2C 0C8"
"887","AAA-092","Caisse Desjardins Terrebonne","801 boul. des Seigneurs, Terrebonne, QC, J6W 1T5","Level2",45.702939,-73.638665,"801 boul. des Seigneurs","Terrebonne","QC","J6W 1T5"
"888","AAA-564","St-Hubert 096 - Moncton","235 Carson Drive, Moncton , NB, E1C 0E9","Level2",46.114583,-64.822836,"235 Carson Drive","Moncton ","NB","E1C 0E9"
"889","AAB-00178","Galeries d'Anjou","7999 Boulevard des Galeries d'Anjou, Montréal, QC, H1M 1W9","Level2",45.602357,-73.56598,"7999 Boulevard des Galeries d'Anjou","Montréal","QC","H1M 1W9"
"890","AAA-449","Place Bathurst Mall","1300 Ave St-Pierre, Bathurst, NB, E2A 3A6","Level2",47.639696,-65.677325,"1300 Ave St-Pierre","Bathurst","NB","E2A 3A6"
"891","AAB-10081","Baka Mobile - Head Office","630 The East Mall, Toronto, ON, M9B 4B1","Level2",43.65691,-79.567663,"630 The East Mall","Toronto","ON","M9B 4B1"
"892","AAA-087","Victoriaville - Stationnement Évasion","73 boul. des Bois-Francs Sud, Victoriaville, QC, G6P 4S2","Level2",46.05773,-71.949648,"73 boul. des Bois-Francs Sud","Victoriaville","QC","G6P 4S2"
"893","AAB-00498","Morguard - Place Innovation Coop 2","2311 Boulevard Alfred Nobel, Saint-Laurent, QC, H4S 2B6","Level2",45.484054,-73.761334,"2311 Boulevard Alfred Nobel","Saint-Laurent","QC","H4S 2B6"
"894","AAA-119","Place Montréal Trust","1500 avenue McGill College, Montréal, QC, H3A 3J5","Level2",45.50333,-73.57361,"1500 avenue McGill College","Montréal","QC","H3A 3J5"
"895","AAA-258","Hope and District Recreation Centre","1005 6th avenue, Hope, BC, V0X 1L4","Level2",49.379176,-121.432014,"1005 6th avenue","Hope","BC","V0X 1L4"
"896","AAB-10085","NBCC - Moncton Site","1234 Mountain Road, Moncton, NB, E1C 8H9","Level2",46.108353,-64.829864,"1234 Mountain Road","Moncton","NB","E1C 8H9"
"897","AAA-165","Centropolis","190 Promenade du Centropolis, Laval, QC, H7T 2Z6","Level2",45.56167,-73.745374,"190 Promenade du Centropolis","Laval","QC","H7T 2Z6"
"898","AAA-517","Place de la Cité","2600 Boulevard Laurier, Québec, QC, G1V 4T3","Level2",46.77112499,-71.28172367,"2600 Boulevard Laurier","Québec","QC","G1V 4T3"
"899","AAA-447","Carrefour de l'Estrie - Porte S-7","3050 Boul de Portland, Sherbrooke, QC, J1L 1K1","Level2",45.40098166,-71.95346557,"3050 Boul de Portland","Sherbrooke","QC","J1L 1K1"
"900","AAA-224","Aéroport Jean-Lesage","505 rue Principale, Québec, QC, G2G 0J4","Level2",46.791371,-71.381877,"505 rue Principale","Québec","QC","G2G 0J4"
"901","AAA-226","Musée canadien de la nature","240 McLeod, Ottawa, ON, K2P 2R1","Level2",45.412459,-75.68985,"240 McLeod","Ottawa","ON","K2P 2R1"
"902","AAA-446","First Capital - BMO Ottawa","1454 Merivale Road, Ottawa, QC, K2E 5P1","Level2",45.36349,-75.73362,"1454 Merivale Road","Ottawa","QC","K2E 5P1"
"903","AAA-532","CSDA - École Henri-Bourassa / Soleil de l'Aube","283 Boul. d'Iberville, Repentigny, QC, J6A 2A4","Level2",45.730355,-73.461541,"283 Boul. d'Iberville","Repentigny","QC","J6A 2A4"
"904","AAA-241","Ville de Joliette - 614 rue Manseau","614 boul. Manseau, Joliette, QC, J6E 3E4","Level2",46.023474,-73.442641,"614 boul. Manseau","Joliette","QC","J6E 3E4"
"905","AAA-122","Mail Champlain","2151 boul. Lapinière, Brossard, QC, J4W 2T5","Level2",45.470454,-73.472167,"2151 boul. Lapinière","Brossard","QC","J4W 2T5"
"906","AAB-10547","BC Easy Park - Pacific Centre 2","701 W Georgia St, Vancouver, BC, V7Y 1G5","Level2",49.284989,-123.11607,"701 W Georgia St","Vancouver","BC","V7Y 1G5"
"907","AAB-00497","Morguard - Place Innovation Coop","2351 Boulevard Alfred Nobel, Saint-Laurent, QC, H4S 2A9","Level2",45.486358,-73.76329,"2351 Boulevard Alfred Nobel","Saint-Laurent","QC","H4S 2A9"
"908","AAA-451","Promenades Beauport","3333 rue du Carrefour, Québec, QC, G1C 5R9","Level2",46.860025,-71.217256,"3333 rue du Carrefour","Québec","QC","G1C 5R9"
"909","AAA-466","Place Longueuil","825 rue Saint-Laurent Ouest, Longueuil, QC, J4K 2V1","Level2",45.528537,-73.516841,"825 rue Saint-Laurent Ouest","Longueuil","QC","J4K 2V1"
"910","AAA-143","Carrefour Saint-Georges","8585 boul. Lacroix, St-Georges, QC, G5Y 5L6","Level2",46.133566,-70.697129,"8585 boul. Lacroix","St-Georges","QC","G5Y 5L6"
"911","AAA-101","Centropolis","190 Promenade du Centropolis, Laval, QC, H7T 2Z6","Level2",45.560203,-73.74491,"190 Promenade du Centropolis","Laval","QC","H7T 2Z6"
"912","AAA-220","Musée canadien de la nature","240 McLeod, Ottawa, ON, K2P 2R1","Level2",45.412459,-75.68985,"240 McLeod","Ottawa","ON","K2P 2R1"
"913","AAA-371","Best Western Plus Chateau Granville","1100 Granville St., Vancouver, BC, V6Z 2B6","Level2",49.27771472,-123.1246575,"1100 Granville St.","Vancouver","BC","V6Z 2B6"
"914","AAB-00237","RTA - Manoir du Saguenay","1655 Powell, Jonquière, QC, G7S 2Z1","Level2",48.438746,-71.18742,"1655 Powell","Jonquière","QC","G7S 2Z1"
"915","AAA-572","St-Hubert - Bathurst","890 St Anne St, Bathurst, NB, E2A 6X2","Level2",47.62703231,-65.68312516,"890 St Anne St","Bathurst","NB","E2A 6X2"
"916","AAA-445","Carrefour Charlesbourg","8500 Boulevard Henri-Bourassa, Québec, QC, G1G 5X1","Level2",46.865984,-71.270339,"8500 Boulevard Henri-Bourassa","Québec","QC","G1G 5X1"
"917","NBA-017","Fredericton City Hall","397 Queen street, Fredericton, NB, E3B 1B5","Level2",45.964111,-66.643139,"397 Queen street","Fredericton","NB","E3B 1B5"
"918","AAA-315","District of Saanich - Commonwealth Place","4636 Elk Lake Drive, Victoria, BC, V8Z 5M1","Level2",48.501537,-123.388674,"4636 Elk Lake Drive","Victoria","BC","V8Z 5M1"
"919","AAA-586","CSP - Secondaire Chambly","535 Boul. Brassard, Chambly, QC, J3L 6H3","Level2",45.448736,-73.30189,"535 Boul. Brassard","Chambly","QC","J3L 6H3"
"920","AAA-333","Fraser Valley Regional District - Chilliwack","45950 Cheam Ave, Chilliwack, BC, V2P 1N6","Level2",49.166259,-121.953089,"45950 Cheam Ave","Chilliwack","BC","V2P 1N6"
"921","AAA-130","Centre Eaton","705 rue Ste-Catherine Ouest, Montréal, QC, H3B 4G5","Level2",45.503249,-73.57027,"705 rue Ste-Catherine Ouest","Montréal","QC","H3B 4G5"
"922","AAA-309","District of Summerland Post Office","13246 North Victoria Rd, Summerland, BC, V0H 1Z0","Level2",49.6025268,-119.6837266,"13246 North Victoria Rd","Summerland","BC","V0H 1Z0"
"923","AAA-510","Restaurant Chic alors!","927 route Jean-Gauvin, Québec, QC, G1X 4M4","Level2",46.761047,-71.364885,"927 route Jean-Gauvin","Québec","QC","G1X 4M4"
"924","AAA-10122","CISSSCA - Hôtel Dieu de Lévis","143 rue Wolfe, Lévis, QC, G6V 3Z1","Level2",46.81587518,-71.17706321,"143 rue Wolfe","Lévis","QC","G6V 3Z1"
"925","AAA-257","Nanaimo District Secondary School","355 Wakesiah Ave, Nanaimo, BC, V9R 3K5","Level2",49.161882,-123.962438,"355 Wakesiah Ave","Nanaimo","BC","V9R 3K5"
"926","AAA-235","Aéroport Jean-Lesage","505 rue Principale, Québec, QC, G2G 0J4","Level2",46.791371,-71.381877,"505 rue Principale","Québec","QC","G2G 0J4"
"927","AAA-609","Indigo Park - Complexe de la Gare Centrale","904 rue Belmont, Montréal, QC, H3B 2M4","Level2",45.500357,-73.566862,"904 rue Belmont","Montréal","QC","H3B 2M4"
"928","AAA-129","Centre Eaton","705 rue Ste-Catherine Ouest, Montréal, QC, H3B 4G5","Level2",45.503249,-73.57027,"705 rue Ste-Catherine Ouest","Montréal","QC","H3B 4G5"
"929","AAA-388","Powell River - City Hall","6910 Duncan St, Powell River, BC, V8A 1V4","Level2",49.835459,-124.524283,"6910 Duncan St","Powell River","BC","V8A 1V4"
"930","AAA-579","CSP - Secondaire Chambly","535 Boul. Brassard, Chambly, QC, J3L 6H3","Level2",45.448736,-73.30189,"535 Boul. Brassard","Chambly","QC","J3L 6H3"
"931","AAA-375","West Vancouver Municipal Hall","750 17th Street, West Vancouver, BC, V7V 3T3","Level2",49.331298,-123.1595,"750 17th Street","West Vancouver","BC","V7V 3T3"
"932","AAA-278","Hollyhock","1 Highfield Rd, Manson's Landing Cortes Island, BC, V0P 1K0","Level2",50.034346,-124.977623,"1 Highfield Rd","Manson's Landing Cortes Island","BC","V0P 1K0"
"933","AAA-305","West Vancouver Community Centre","2121 Marine Dr, West Vancouver, BC, V7V 4Y2","Level2",49.33123,-123.169322,"2121 Marine Dr","West Vancouver","BC","V7V 4Y2"
"934","AAA-058","Trois-Rivières rue Badeaux","intersection rue Badeaux et St-Antoine, Trois-Rivières, QC, G9A 4T4","Level2",46.341417,-72.542207,"intersection rue Badeaux et St-Antoine","Trois-Rivières","QC","G9A 4T4"
"935","AAA-156","Centre Rockland","2305 Rockland, Montréal, QC, H3P 3E9","Level2",45.528118,-73.647587,"2305 Rockland","Montréal","QC","H3P 3E9"
"936","AAA-294","Okanagan College - Kelowna Campus","1000 K.L.O. Road, Kelowna, BC, V1Y 4X8","Level2",49.86132,-119.479902,"1000 K.L.O. Road","Kelowna","BC","V1Y 4X8"
"937","AAA-023","Ville de Joliette - Place Bourget","9 Place Bourget Nord, Joliette, QC, J6E 5E3","Level2",46.02478409,-73.44071198,"9 Place Bourget Nord","Joliette","QC","J6E 5E3"
"938","AAA-571","CSP - Centre administratif Roberval","1740 rue Roberval, Saint-Bruno-de-Montarville, QC, J3V 3R3","Level2",45.523376,-73.339185,"1740 rue Roberval","Saint-Bruno-de-Montarville","QC","J3V 3R3"
