"","ID","ID.Parc","Adresse.Complete","Type","Latitude","Longitude","Adresse.Rue","Adresse.Ville","Adresse.Province","Adresse.Postal"
"294","CE-FC-003","First Capital - Carrefour St-Hubert","5984 boul. Cousineau, St-Hubert, QC, J3Y 7R9","Level2",45.496417,-73.408265,"5984 boul. Cousineau","St-Hubert","QC","J3Y 7R9"
"295","CE-FC-013","First Capital - Carrefour St-David Ouest","2841 avenue St-David, Beauport, QC, G1E 4K7","Level2",46.864688,-71.215603,"2841 avenue St-David","Beauport","QC","G1E 4K7"
"296","CEA-293","Rouyn-Noranda - Caisse Desjardins","130 rue Perreault Est, Rouyn-Noranda, QC, J9X 3C4","Level2",48.237749,-79.01687,"130 rue Perreault Est","Rouyn-Noranda","QC","J9X 3C4"
"297","CEA-437","Laval - Hôtel de Ville","1 place du Souvenir, Laval, QC, H7V 3Z4","Level2",45.551533,-73.7452,"1 place du Souvenir","Laval","QC","H7V 3Z4"
"298","CEA-155","Pierrefonds-Roxboro - Mairie de Pierrefonds-Rox","13665 Boul. de Pierrefonds, Montréal, QC, H9A 2Z4","Level2",45.49547,-73.848823,"13665 Boul. de Pierrefonds","Montréal","QC","H9A 2Z4"
"299","CE-A-029","AMT - Stationnement Deux-Montagnes","400 boul. des Deux-Montagnes, Deux-Montagnes, QC, J7R 7C2","Level2",45.5448761,-73.91169739,"400 boul. des Deux-Montagnes","Deux-Montagnes","QC","J7R 7C2"
"300","CEA-240","DeSerres - St-Hubert","4055 boulevard Taschereau, St-Hubert, QC, J4T 2G8","Level2",45.48616307,-73.46629603,"4055 boulevard Taschereau","St-Hubert","QC","J4T 2G8"
"301","CEA-056","Ville de Trois-Pistoles - Aréna","104 rue Roy, Trois-Pistoles, QC, G0L 4K0","Level2",48.12170906,-69.17601167,"104 rue Roy","Trois-Pistoles","QC","G0L 4K0"
"302","CEA-477","First-Capital - Carré Lucerne","2386 chemin Lucerne, Mont-Royal, QC, H3R 2J8","Level2",45.506193,-73.66205,"2386 chemin Lucerne","Mont-Royal","QC","H3R 2J8"
"303","CEA-349","Princeville - Édifice Jean-Louis St-Hilaire","25 rue St-Jacques Est, Princeville, QC, G6L 5C3","Level2",46.173094,-71.874854,"25 rue St-Jacques Est","Princeville","QC","G6L 5C3"
"304","CEA-10095","Pointe-Claire - Centre Aquatique/Aréna Bob Birnie","58 Av. Maywood, Pointe-Claire, QC, H9R 0A7","Level2",45.4498,-73.813858,"58 Av. Maywood","Pointe-Claire","QC","H9R 0A7"
"305","CE-M-002","METRO - Mascouche","875 Montée Masson, Mascouche, QC, J7K 3T3","Level2",45.74299828,-73.60782351,"875 Montée Masson","Mascouche","QC","J7K 3T3"
"306","CEA-037","SÉPAQ - Parc national du Lac-Témiscouata","400 chemin de la vieille route, Squatec, QC, G0L 4H0","Level2",47.697097,-68.843822,"400 chemin de la vieille route","Squatec","QC","G0L 4H0"
"307","CEC-00065","BRCC - Les Promenades Gatineau","1100 boulevard Maloney Ouest, Gatineau, QC, J8T 6G3","FastDC",45.475865,-75.693477,"1100 boulevard Maloney Ouest","Gatineau","QC","J8T 6G3"
"308","CE-VS-004","Ville de Sherbrooke - Marché de la Gare","720 place de la Gare, Sherbrooke, QC, J1H 0E9","Level2",45.39749908,-71.89608765,"720 place de la Gare","Sherbrooke","QC","J1H 0E9"
"309","CEC-00006","BRCC - Aire de service du Point-du-Jour","250 autoroute Félix-Leclerc, Lavaltrie, QC, J0K 2Z0","FastDC",45.889457,-73.35058,"250 autoroute Félix-Leclerc","Lavaltrie","QC","J0K 2Z0"
"310","CEA-00471","CSRS - École la Maisonnée","1500 boul. Mi-Vallon, Sherbrooke, QC, J1N 3Y5","Level2",45.382978,-71.98476,"1500 boul. Mi-Vallon","Sherbrooke","QC","J1N 3Y5"
"311","CEA-10041","Québec - Amphithéâtre","250-B boulevard Wilfrid-Hamel, Québec, QC, G1L 5A7","Level2",46.8277648,-71.25003562,"250-B boulevard Wilfrid-Hamel","Québec","QC","G1L 5A7"
"312","CEA-043","Hydro-Québec - St-Bruno","650 boulevard Clairevue, St-Bruno, QC, J3V 6B4","Level2",45.51984218,-73.36601818,"650 boulevard Clairevue","St-Bruno","QC","J3V 6B4"
"313","CE-M-012","METRO - Laval","1100 boul. de l'Avenir, Laval, QC, H7N 6L2","Level2",45.562395,-73.724306,"1100 boul. de l'Avenir","Laval","QC","H7N 6L2"
"314","CEA-009","Municipalité de Ste-Sophie","2199 boul. Ste-Sophie, Ste-Sophie, QC, J5J 2P6","Level2",45.81919418,-73.89737137,"2199 boul. Ste-Sophie","Ste-Sophie","QC","J5J 2P6"
"315","CEA-036","Société des casinos - Casino du Lac-Leamy","1 boulevard du Casino, Gatineau, QC, J8Y 6W3","Level2",45.447472,-75.725022,"1 boulevard du Casino","Gatineau","QC","J8Y 6W3"
"316","CEA-449","Villeroy - Salle Firmin-Roy","385 rue Principal, Villeroy, QC, G0S 3K0","Level2",46.387444,-71.87411,"385 rue Principal","Villeroy","QC","G0S 3K0"
"317","CEA-10110","St-Hubert Express - Verdun","4120 boul. Lasalle, Verdun, QC, H4G 2A5","Level2",45.46231663,-73.56290306,"4120 boul. Lasalle","Verdun","QC","H4G 2A5"
"318","CEA-10157","Sur rue - Ville-Marie - rue Mackay","1428 rue Mackay, Montréal, QC, H3G 2H9","Level2",45.495977,-73.57747,"1428 rue Mackay","Montréal","QC","H3G 2H9"
"319","CEA-10239","MRC Témiscamingue - Ville de Temiscaming","190 rue Ketchen, Temiscaming, QC, J0Z 3R0","Level2",46.721271,-79.094784,"190 rue Ketchen","Temiscaming","QC","J0Z 3R0"
"320","CE-A-021","AMT - Gare Saint-Lambert","101 rue Mercier, Saint-Lambert, QC, J4P 2M1","Level2",45.50039673,-73.50491333,"101 rue Mercier","Saint-Lambert","QC","J4P 2M1"
"321","CEA-490","St-Hubert - Cowansville","1616 Rue du Sud, Cowansville, QC, J2K 0A9","Level2",45.191137,-72.75558,"1616 Rue du Sud","Cowansville","QC","J2K 0A9"
"322","CEA-074","Lasalle - Hôtel de Ville","55 avenue Dupras , LaSalle, QC, H8R 4A8","Level2",45.428702,-73.661621,"55 avenue Dupras ","LaSalle","QC","H8R 4A8"
"323","CEA-180","Montréal-Nord - Aréna Henri-Bourassa","12000 Boulevard Rolland, Montréal-Nord, QC, H1H 1M6","Level2",45.615812,-73.620915,"12000 Boulevard Rolland","Montréal-Nord","QC","H1H 1M6"
"324","CEA-10096","St-Sulpice - Hôtel de Ville","1089 Rue Notre-Dame, Saint-Sulpice, QC, J5W 1G1","Level2",45.826816,-73.35541,"1089 Rue Notre-Dame","Saint-Sulpice","QC","J5W 1G1"
"325","CE-A-019","AMT - Terminus Montarville","220 boul. de Montarville, Boucherville, QC, J4B 1Z2","Level2",45.60066223,-73.45039368,"220 boul. de Montarville","Boucherville","QC","J4B 1Z2"
"326","CEA-10150","Sur rue - Ville-Marie - Ave. Président-Kennedy","330 Avenue du Président-Kennedy, Montréal, QC, H2X 4C7","Level2",45.508211,-73.568974,"330 Avenue du Président-Kennedy","Montréal","QC","H2X 4C7"
"327","CEA-486","First Capital - Provigo Carré Lucerne","2386 chemin Lucerne, Mont-Royal, QC, H3R 2J8","Level2",45.506848,-73.66256,"2386 chemin Lucerne","Mont-Royal","QC","H3R 2J8"
"328","CEA-341","MRC du Haut-Richelieu","380 4e avenue, Saint-Jean-sur-Richelieu, QC, J2X 1W9","Level2",45.306833,-73.23268,"380 4e avenue","Saint-Jean-sur-Richelieu","QC","J2X 1W9"
"329","CEA-147","Ville de Labelle - Bibliothèque","7393 boulevard du Curé-Labelle, Labelle, QC, J0T 1H0","Level2",46.28030753,-74.73479953,"7393 boulevard du Curé-Labelle","Labelle","QC","J0T 1H0"
"330","CEC-00005","BRCC - Restaurant Le Chavigny - Deschambault","11 rue des Pins, Deschambault-Grondines, QC, G0A 1S0","FastDC",46.639683,-71.99645,"11 rue des Pins","Deschambault-Grondines","QC","G0A 1S0"
"331","CEA-110","Ville de Boucherville - Centre Multifonctionnel","1075 Lionel-Daunais, Boucherville, QC, J4B 8N5","Level2",45.588807,-73.42835,"1075 Lionel-Daunais","Boucherville","QC","J4B 8N5"
"332","CEA-422","St-Hubert - Buckingham","97 rue Georges, Gatineau, QC, J8M 1A2","Level2",45.552779,-75.43603,"97 rue Georges","Gatineau","QC","J8M 1A2"
"333","CEA-10068","CÉGEP Marie-Victorin","7000 Rue Marie-Victorin, Montréal, QC, H1G 2J6","Level2",45.618641,-73.604986,"7000 Rue Marie-Victorin","Montréal","QC","H1G 2J6"
"334","CEA-10078","Sur rue - Ville-Marie - rue St-Antoine","301 rue St-Antoine Ouest, Montréal, QC, H2Z 1H5","Level2",45.50378,-73.56002,"301 rue St-Antoine Ouest","Montréal","QC","H2Z 1H5"
"335","CEA-113","St-Léonard - Aréna Roberto-Luongo","7755 Rue Colbert, Montréal, QC, H1R 2B6","Level2",45.574105,-73.59573,"7755 Rue Colbert","Montréal","QC","H1R 2B6"
"336","CEC-00053","BRCC - Ville de Mont-Tremblant","455 rue de la Rivière, Mont-Tremblant, QC, J8E 3K6","FastDC",46.11851,-74.600437,"455 rue de la Rivière","Mont-Tremblant","QC","J8E 3K6"
"337","CEA-140","St-Jean-sur-Richelieu - Centre Fernand-Charest","190 rue Laurier, Saint-Jean-sur-Richelieu, QC, J3B 2K3","Level2",45.30595019,-73.25709464,"190 rue Laurier","Saint-Jean-sur-Richelieu","QC","J3B 2K3"
"338","CEA-103","Pierrefonds-Roxboro - Mairie de Pierrefonds-Rox","13665 Boul. de Pierrefonds, Montréal, QC, H9A 2Z4","Level2",45.49547,-73.848823,"13665 Boul. de Pierrefonds","Montréal","QC","H9A 2Z4"
"339","CEA-023","CÉGEP de St-Hyacinthe","3000 avenue Boullé, Saint-Hyacinthe, QC, J2S 1H9","Level2",45.61841556,-72.97414497,"3000 avenue Boullé","Saint-Hyacinthe","QC","J2S 1H9"
"340","CEA-10060","St-Hubert - Baie-Comeau","1149 boul. Blanche, Baie-Comeau, QC, G5C 2C6","Level2",49.196302,-68.26221,"1149 boul. Blanche","Baie-Comeau","QC","G5C 2C6"
"341","CE-A-026","AMT - Stationnement La Prairie","avenue du Golf, La Prairie, QC, J5R 0G9","Level2",45.426124,-73.47998,"avenue du Golf","La Prairie","QC","J5R 0G9"
"342","CEA-084","SÉPAQ - Parc national de la Yamaska","1780 boul. David Bouchard, Roxton Pond, QC, J0E 1Z0","Level2",45.42826,-72.61645,"1780 boul. David Bouchard","Roxton Pond","QC","J0E 1Z0"
"343","CEC-00030","BRCC - Corporation sentier des caps","2 rue Leclerc, St-Tite-des-Caps, QC, G0A 4J0","FastDC",47.140823,-70.769299,"2 rue Leclerc","St-Tite-des-Caps","QC","G0A 4J0"
"344","CEA-052","First Capital - Centre d'achats Ville Mont-Royal","2300 chemin Lucerne, Ville Mont-Royal, QC, H3R 2J8","Level2",45.507103,-73.66129,"2300 chemin Lucerne","Ville Mont-Royal","QC","H3R 2J8"
"345","CE-R-014","Réno-Dépôt - Laval","1505 boul. Le Corbusier, Laval, QC, H7S 1Z3","Level2",45.56156921,-73.7268219,"1505 boul. Le Corbusier","Laval","QC","H7S 1Z3"
"346","CE-R-020","Réno-Dépôt - Sainte-Foy","3131 rue Blaise-Pascal, Ste-Foy, QC, G1X 4C1","Level2",46.77943996,-71.33149284,"3131 rue Blaise-Pascal","Ste-Foy","QC","G1X 4C1"
"347","CEA-10055","Ste-Anne-de-la-Pérade - SDE la Pérade","230 rue Sainte-Anne, Sainte-Anne-de-la-Pérade, QC, G0X 2J0","Level2",46.57230449,-72.20518914,"230 rue Sainte-Anne","Sainte-Anne-de-la-Pérade","QC","G0X 2J0"
"348","CEA-217","CDN-NDG - Parc de la Confédération","6265 Avenue Biermans, Montréal, QC, H3X 1Z1","Level2",45.471627,-73.63802,"6265 Avenue Biermans","Montréal","QC","H3X 1Z1"
"349","CEA-10207","MRC Coaticook - East Hereford","46 rue de l'Église, East Hereford, QC, J0B 1M0","Level2",45.07844,-71.50194,"46 rue de l'Église","East Hereford","QC","J0B 1M0"
"350","CEA-504","Dolbeau-Mistassini - Hôtel de Ville","1100 boul. Wallberg, Dolbeau, QC, G8L 1G7","Level2",48.876852,-72.22587,"1100 boul. Wallberg","Dolbeau","QC","G8L 1G7"
"351","CE-M-009","METRO - Brossard","2004 boul. de Rome, Brossard, QC, J4W 3M7","Level2",45.45658875,-73.46759796,"2004 boul. de Rome","Brossard","QC","J4W 3M7"
"352","CEA-018","First Capital - Carrefour du Plateau des Grives","205-219 boul. du Plateau, Gatineau, QC, J9J 0N4","Level2",45.433485,-75.780537,"205-219 boul. du Plateau","Gatineau","QC","J9J 0N4"
"353","CEA-10203","Decarie Square","6900 Boul. Décarie, Montréal, QC, H3X 2T8","Level2",45.490428,-73.650335,"6900 Boul. Décarie","Montréal","QC","H3X 2T8"
"354","CEA-10163","Sur rue - Ville-Marie - rue Amherst","1411 rue Amherst, Montréal, QC, H2L 2G2","Level2",45.51761881,-73.5575524,"1411 rue Amherst","Montréal","QC","H2L 2G2"
"355","CEA-481","CSRS - École Boisé-Fabi","700 rue André-Mathieu, Sherbrooke, QC, J1N 0Z9","Level2",45.363776,-71.973366,"700 rue André-Mathieu","Sherbrooke","QC","J1N 0Z9"
"356","CEA-393","CÉGEP John Abbott College","21275 rue Lakeshore, Sainte-Anne-de-Bellevue, QC, H9X 3L9","Level2",45.404823,-73.94195,"21275 rue Lakeshore","Sainte-Anne-de-Bellevue","QC","H9X 3L9"
"357","CEA-310","Zoo de Granby - Stationnement","1050 boul. David-Bouchard Nord, Granby, QC, J2G 5P3","Level2",45.4202333,-72.7240667,"1050 boul. David-Bouchard Nord","Granby","QC","J2G 5P3"
"358","CE-A-001","AMT - Gare Roxboro-Pierrefonds","11100 boul. Gouin Ouest, Montréal, QC, H8Y 1R5","Level2",45.51018906,-73.81121063,"11100 boul. Gouin Ouest","Montréal","QC","H8Y 1R5"
"359","CEA-10037","Québec - Centre Sportif Sainte-Foy","930 Avenue Roland Beaudin, Québec, QC, G1V 4H8","Level2",46.77120096,-71.29915913,"930 Avenue Roland Beaudin","Québec","QC","G1V 4H8"
"360","CEA-010","First Capital - Carrefour du Plateau des Grives","205-219 boul. du Plateau, Gatineau, QC, J9J 0N4","Level2",45.433485,-75.780537,"205-219 boul. du Plateau","Gatineau","QC","J9J 0N4"
"361","CEA-093","Ville de Magog - 375 rue Principale Ouest","375 rue Principale Ouest, Magog, QC, J1X 2B1","Level2",45.26615685,-72.1529105,"375 rue Principale Ouest","Magog","QC","J1X 2B1"
"362","CEA-10208","Coaticook - Pavillon des Arts et de la Culture","116 rue Wellington, Coaticook, QC, J1A 2H6","Level2",45.133125,-71.803409,"116 rue Wellington","Coaticook","QC","J1A 2H6"
"363","CEA-10093","St-Donat - Place de l'Église","473 rue Principale, Saint-Donat, QC, J0T 2C0","Level2",46.3183034,-74.22104225,"473 rue Principale","Saint-Donat","QC","J0T 2C0"
"364","CEA-457","St-Hubert - Mont-Laurier","1108 boul. Albany-Paquette, Mont-Laurier, QC, J9L 1M1","Level2",46.550916,-75.48121,"1108 boul. Albany-Paquette","Mont-Laurier","QC","J9L 1M1"
"365","CE-DT-003","Discount Boucherville","1240 rue Volta, Boucherville, QC, J4B 7A2","Level2",45.56565094,-73.44409943,"1240 rue Volta","Boucherville","QC","J4B 7A2"
"366","CEC-00023","BRCC - St-Hubert - Ste-Agathe","950 rue Principale, Ste-Agathe, QC, J8C 1L6","FastDC",46.043449,-74.266295,"950 rue Principale","Ste-Agathe","QC","J8C 1L6"
"367","CEA-269","Sur rue - Ville-Marie - rue St-Urbain","rue St-Urbain & René-Lévesque, Montréal, QC, H2Z 1A4","Level2",45.507908,-73.56276,"rue St-Urbain & René-Lévesque","Montréal","QC","H2Z 1A4"
"368","CEA-430","St-Valentin - Stat. Municipal","790 chemin de la 4e-Ligne, St-Valentin, QC, J0J 2E0","Level2",45.129177,-73.32552,"790 chemin de la 4e-Ligne","St-Valentin","QC","J0J 2E0"
"369","CE-SP-002","SÉPAQ - Parc national du Mont-Saint-Bruno","330 chemin des 25 Est, St-Bruno de Montarville, QC, J3V 5G8","Level2",45.54660416,-73.34289551,"330 chemin des 25 Est","St-Bruno de Montarville","QC","J3V 5G8"
"370","CEC-00009","BRCC - CAA Québec","444 Rue Bouvier, Québec, QC, G2J 1E3","FastDC",46.83742972,-71.26925137,"444 Rue Bouvier","Québec","QC","G2J 1E3"
"371","CEA-494","Granby - Bureau d'accueil touristique de Granby","111 rue Denison E, Granby, QC, J2G 4C4","Level2",45.395589,-72.712862,"111 rue Denison E","Granby","QC","J2G 4C4"
"372","CE-S-013","St-Hubert - Vaudreuil","601 avenue Saint-Charles, Vaudreuil-Dorion, QC, J7V 8G4","Level2",45.407946,-74.033933,"601 avenue Saint-Charles","Vaudreuil-Dorion","QC","J7V 8G4"
"373","CEA-399","Municipalité d'Inverness","1799 Rue Dublin, Inervess, QC, G0S 1K0","Level2",46.260708,-71.522713,"1799 Rue Dublin","Inervess","QC","G0S 1K0"
"374","CEA-277","Candiac - Hôtel de Ville","100 Bld Montcalm Nord, Candiac, QC, J5R 3L8","Level2",45.394712,-73.519088,"100 Bld Montcalm Nord","Candiac","QC","J5R 3L8"
"375","CE-A-034","AMT - Gare Blainville","38 boul. de la Seigneurie Est, Blainville, QC, J7C 3V5","Level2",45.67243576,-73.86502838,"38 boul. de la Seigneurie Est","Blainville","QC","J7C 3V5"
"376","CEA-204","Québec - Bibliothèque Monique-Corriveau","1100 Route de l'Église, Québec, QC, G1V 3V9","Level2",46.77048237,-71.29410656,"1100 Route de l'Église","Québec","QC","G1V 3V9"
"377","CE-CG-001","CÉGEP de Sherbrooke - Pavillon 2","375 rue du CÉGEP (Pavillon 2), Sherbrooke, QC, J1E 3K1","Level2",45.41038,-71.88432,"375 rue du CÉGEP (Pavillon 2)","Sherbrooke","QC","J1E 3K1"
"378","CEA-133","Université Laval - PEPS","2300 rue de la Terrasse, Québec, QC, G1V 0A6","Level2",46.783926,-71.276673,"2300 rue de la Terrasse","Québec","QC","G1V 0A6"
"379","CEA-047","Société des casinos - Casino de Montréal","1 avenue du Casino, Montréal, QC, H3C 4W7","Level2",45.50621545,-73.52566344,"1 avenue du Casino","Montréal","QC","H3C 4W7"
"380","CE-S-002","St-Hubert - Pointe-aux-Trembles","12575 rue Sherbrooke Est, Pointe-aux-Trembles, QC, H1B 1C8","Level2",45.65047073,-73.51165771,"12575 rue Sherbrooke Est","Pointe-aux-Trembles","QC","H1B 1C8"
"381","CEA-10135","Collège LaSalle - Complexe du Fort","1400 Du Fort, Montréal, QC, H3H 2T1","Level2",45.49146836,-73.58127204,"1400 Du Fort","Montréal","QC","H3H 2T1"
"382","CEA-336","Contrecoeur - Centre sportif régional","1555 rue des Saules, Contrecoeur, QC, J0L 1C0","Level2",45.85565099,-73.22697765,"1555 rue des Saules","Contrecoeur","QC","J0L 1C0"
"383","CEA-480","St-Hubert - Lasalle","7979 boulevard Newman, Lasalla, QC, H8N 2N9","Level2",45.436191,-73.62723,"7979 boulevard Newman","Lasalla","QC","H8N 2N9"
"384","CEA-10109","St-Hubert Express - Ste-Dorothée","1150 Desserte Ouest Autoroute 13, Laval, QC, H7X 4C9","Level2",45.53318,-73.788317,"1150 Desserte Ouest Autoroute 13","Laval","QC","H7X 4C9"
"385","CE-HS-001","CHUS - Hôtel-Dieu","580 rue Bowen Sud, Sherbrooke, QC, J1G 2E8","Level2",45.39780045,-71.8793869,"580 rue Bowen Sud","Sherbrooke","QC","J1G 2E8"
"386","CE-VL-004","Ville de Longueuil","4250 chemin de la Savane, Longueuil, QC, J3Y 9G4","Level2",45.51359177,-73.43173981,"4250 chemin de la Savane","Longueuil","QC","J3Y 9G4"
"387","CEC-00049","BRCC - Carrefour de l'Érable - Plessisville","1280 avenue Trudelle, Plessisville, QC, G6L 3K4","FastDC",46.21421,-71.7715,"1280 avenue Trudelle","Plessisville","QC","G6L 3K4"
"388","CEA-106","Ville de Gatineau - Maison du citoyen","25 rue Laurier, Gatineau, QC, J8X 4A6","Level2",45.42766,-75.710983,"25 rue Laurier","Gatineau","QC","J8X 4A6"
"389","CEA-10176","Sur rue - Ville-Marie - rue St-Antoine","405 rue St-Antoine Ouest, Montréal, QC, H2Z 2A3","Level2",45.502668,-73.56097,"405 rue St-Antoine Ouest","Montréal","QC","H2Z 2A3"
"390","CEA-335","CÉGEP Sorel-Tracy","3000 boulevard de Tracy, Sorel-Tracy, QC, J3R 5B9","Level2",46.014631,-73.1504,"3000 boulevard de Tracy","Sorel-Tracy","QC","J3R 5B9"
"391","CEA-104","Ville de Magog - Hôtel de Ville","7 rue Principale, Magog, QC, J1X 2B1","Level2",45.265271,-72.147109,"7 rue Principale","Magog","QC","J1X 2B1"
"392","CEA-377","St-Paul-de-l'île-aux-Noix - Blockhaus","1 rue Principale, Île-aux-Noix, QC, J0J 1G0","Level2",45.069638,-73.34229,"1 rue Principale","Île-aux-Noix","QC","J0J 1G0"
"393","CE-A-023","AMT - Gare Saint-Bruno","1200 rue Lenoir, Saint-Bruno, QC, J3V 4P6","Level2",45.51226044,-73.37399292,"1200 rue Lenoir","Saint-Bruno","QC","J3V 4P6"
"394","CEC-00015","BRCC - Ville de Montebello","502 rue Notre-Dame, Montebello, QC, J0V 1L0","FastDC",45.64985,-74.94192,"502 rue Notre-Dame","Montebello","QC","J0V 1L0"
"395","CEA-172","CDN-NDG - Parc Kent","3220 Avenue Appleton, Montréal, QC, H3S 2T3","Level2",45.505514,-73.63166,"3220 Avenue Appleton","Montréal","QC","H3S 2T3"
"396","CEA-066","Université Laval - Pavillon Ferdinand-Vandry","1050 avenue de la Médecine, Québec, QC, G1V 0A6","Level2",46.778634,-71.278443,"1050 avenue de la Médecine","Québec","QC","G1V 0A6"
"397","CEA-10253","Hydro-Québec - Centrale de Beauharnois","80 boul. de Melocheville, Beauharnois, QC, J6N 0M1","Level2",45.312721,-73.900776,"80 boul. de Melocheville","Beauharnois","QC","J6N 0M1"
"398","CEA-167","Montréal-Nord - Hôtel de Ville","4243 rue de Charleroi, Montréal, QC, H1H 5R5","Level2",45.594043,-73.63755,"4243 rue de Charleroi","Montréal","QC","H1H 5R5"
"399","CEA-503","Municipalité de St-Prime","599 rue Principale, St-Prime, QC, G8J 1T2","Level2",48.592814,-72.336293,"599 rue Principale","St-Prime","QC","G8J 1T2"
"400","CEA-116","RONA - St-Jérôme","1025 Jean-Baptiste-Rolland O, St-Jérôme, QC, J7Y 4Y7","Level2",45.767139,-74.019012,"1025 Jean-Baptiste-Rolland O","St-Jérôme","QC","J7Y 4Y7"
"401","CEA-10155","Sur rue - Ville-Marie - rue Maisonneuve","425 Boul. de Maisonneuve O, Montréal, QC, H3A 3K5","Level2",45.505901,-73.570678,"425 Boul. de Maisonneuve O","Montréal","QC","H3A 3K5"
"402","CEA-021","Ville de Gatineau - Maison du citoyen","25 rue Laurier, Gatineau, QC, J8X 4A6","Level2",45.42766,-75.710983,"25 rue Laurier","Gatineau","QC","J8X 4A6"
"403","CEA-446","St-Hubert - Val D'Or","1785 3e Avenue, Val D'Or, QC, J9P 1W3","Level2",48.097061,-77.823345,"1785 3e Avenue","Val D'Or","QC","J9P 1W3"
"404","CE-FC-011","First Capital - RBC","5915 boulevard Cousineau, St-Hubert, QC, J3Y 7P5","Level2",45.495467,-73.410954,"5915 boulevard Cousineau","St-Hubert","QC","J3Y 7P5"
"405","CEA-10064","St-Hubert - Boul. Laurier Qc","2905 boul. Laurier, Ste-Foy, QC, G1V 2M2","Level2",46.765691,-71.290551,"2905 boul. Laurier","Ste-Foy","QC","G1V 2M2"
"406","CEA-035","Ville de Blainville - Parc équestre","1025 chemin du Plan-Bouchard, Blainville, QC, J7C 4K7","Level2",45.68173744,-73.87463697,"1025 chemin du Plan-Bouchard","Blainville","QC","J7C 4K7"
"407","CEA-340","Henryville - CLSC","125 Rue de l'Église, Henryville, QC, J0J 1E0","Level2",45.138743,-73.19235,"125 Rue de l'Église","Henryville","QC","J0J 1E0"
"408","CEA-508","St-Hubert - Charlesbourg","7352 boul. Henri-Bourassa, Québec, QC, G1K 3E4","Level2",46.85871683,-71.26241255,"7352 boul. Henri-Bourassa","Québec","QC","G1K 3E4"
"409","CEA-012","Ville de Mont-Tremblant","1145 rue de Saint-Jovite, Mont-Tremblant, QC, J8E 1V1","Level2",46.117625,-74.600721,"1145 rue de Saint-Jovite","Mont-Tremblant","QC","J8E 1V1"
"410","CEA-458","Shawinigan - Centre des Arts","2100 boul des Hêtres, Shawinigan, QC, G9N 8R8","Level2",46.559439,-72.74793,"2100 boul des Hêtres","Shawinigan","QC","G9N 8R8"
"411","CEA-053","St-Hubert - Rivière-du-Loup","80 Boulevard Cartier, Rivière-du-Loup, QC, G5R 2N1","Level2",47.85136264,-69.54266259,"80 Boulevard Cartier","Rivière-du-Loup","QC","G5R 2N1"
"412","CEA-10140","Sur rue - Ville-Marie - rue St-Laurent","1430 rue Saint-Laurent, Montréal, QC, H2X 2S7","Level2",45.510413,-73.565081,"1430 rue Saint-Laurent","Montréal","QC","H2X 2S7"
"413","CEA-468","CSRS - Les Aventuriers","78 rue Cardinal, Sherbrooke, QC, J1R 0M1","Level2",45.395986,-72.016,"78 rue Cardinal","Sherbrooke","QC","J1R 0M1"
"414","CEA-045","Hydro-Québec - IREQ - PLB","1800 boul. Lionel-Boulet, Varenne, QC, J3X 1S1","Level2",45.62065827,-73.3806324,"1800 boul. Lionel-Boulet","Varenne","QC","J3X 1S1"
"415","CEA-030","Ville de New Richmond - Boulevard Perron Ouest","116 boul. Perron Ouest, New Richmond, QC, G0C 2B0","Level2",48.16118115,-65.85726515,"116 boul. Perron Ouest","New Richmond","QC","G0C 2B0"
